"Year","geographic_level","country_code","country_name","region_code","Region","LANumber","new_la_code","LA_name","PriNOR","For_3_P","For_1_P","SecNOR","For_3_S","For_1_S","Quan_P_Su","Quan_S_Su","PRI_NoR19","SEC_NoR19","SEC_NoR15","PRI_NoR15","An_P_gro","An_S_gro","NoR_10_to_15_P_percent","NoR_10_to_15_S_percent","NoR_10_to_19_P_percent","NoR_10_to_19_S_percent","NoR_15_to_current_P_percent","NoR_15_to_current_S_percent","NoR_19_to_current_P_percent","NoR_19_to_current_S_percent","Ban_P_gro","Ban_S_gro","Qual_P_1_N","Qual_P_2_N","Qual_P_3_N","Qual_P_4_N","Qual_P_0_N","Qual_P_Prop","Qual_P_1_E","Qual_P_2_E","Qual_P_3_E","Qual_P_4_E","Qual_P_0_E","Qual_S_Prop","KS2Mat_WAA_N","KS2Mat_AA_N","KS2Mat_A_N","KS2Mat_BA_N","KS2Mat_WBA_N","KS2Mat_NR_N","Qual_KS2Mat_Prop","KS2Mat_WAA_E","KS2Mat_AA_E","KS2Mat_A_E","KS2Mat_BA_E","KS2Mat_WBA_E","KS2Mat_NR_E","KS2Read_WAA_N","KS2Read_AA_N","KS2Read_A_N","KS2Read_BA_N","KS2Read_WBA_N","KS2Read_NR_N","Qual_KS2Read_Prop","KS2Read_WAA_E","KS2Read_AA_E","KS2Read_A_E","KS2Read_BA_E","KS2Read_WBA_E","KS2Read_NR_E","Qual_S_1_N","Qual_S_2_N","Qual_S_3_N","Qual_S_4_N","Qual_S_0_N","Qual_KS4_Prop","Qual_S_1_E","Qual_S_2_E","Qual_S_3_E","Qual_S_4_E","Qual_S_0_E","KS4_WAA_N","KS4_AA_N","KS4_A_N","KS4_BA_N","KS4_WBA_N","KS4_NR_N","KS4_WAA_E","KS4_AA_E","KS4_A_E","KS4_BA_E","KS4_WBA_E","KS4_NR_E","PriCap10","SecCap10","PriCap","SecCap","Quan_P_UP","Quan_S_UP","Quan_P_In","Quan_S_In","Quan_P_RP","Quan_S_RP","Quan_P_PP","Quan_S_PP","Pref_P_1_CY","Pref_P_2_CY","Pref_P_3_CY","Pref_S_1_CY","Pref_S_2_CY","Pref_S_3_CY","Pref_P_T3_CY","Pref_S_T3_CY","Pref_P_1_NY","Pref_P_2_NY","Pref_P_3_NY","Pref_S_1_NY","Pref_S_2_NY","Pref_S_3_NY","Pref_P_T3_NY","Pref_S_T3_NY","CPP_P_NS","CPP_P_EP","CPP_P_ET","CPP_S_NS","CPP_S_EP","CPP_S_ET","Projects_P_NS","Projects_P_EP","Projects_P_ET","Projects_S_NS","Projects_S_EP","Projects_S_ET","Cost_P_NS","Cost_P_EP","Cost_P_ET","Cost_S_NS","Cost_S_EP","Cost_S_ET","Places_P_NS","Places_P_EP","Places_P_ET","Places_S_NS","Places_S_EP","Places_S_ET","Funding","NoR_10_to_break_P_percent","NoR_10_to_break_S_percent","NoR_break_to_current_P_percent","NoR_break_to_current_S_percent"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","815","E06000065","North Yorkshire","41250","0.009454545","-0.011224242","32032","0.025224775","0.020354645","0.229096058","0.18454668","42878","31160","30809","41853","-0.036290909","0.019168332","0.032769895","-0.088895461","0.058062924","-0.078515452","-0.014407569","0.039696193","-0.037968189","0.027984596","0.017890191","-0.052728079","0","0","0","0","0","z","2721","41469","5604","567","0","1","0","0","0","0","0","0","z","2453","2792","30470","6652","3797","4197","0","0","0","0","0","0","z","2130","1609","36070","1153","5202","4197","0","152","0","0","0","1","6319","28695","8764","0","0","152","0","0","0","0","0","10795","8123","15217","2385","6658","600","48648","46653","51076","44785","19.61978229","17.98146701","2428","0","170","170","266","0","94.39431753","4.012286427","0.460741025","92.57252709","5.330304089","0.716532681","98.86734498","98.61936386","94.37623762","3.782178218","0.514851485","92.62934089","4.978738483","1.045357902","98.67326733","98.65343728","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","73546840.93","0.058062924","-0.088895461","-0.037968189","0.039696193"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","812","E06000012","North East Lincolnshire","12826","0.012162794","0.017542492","8947","0.085950598","0.048284341","0.203338932","0.088946461","13625","8165","8305","13046","-0.044363013","0.088521292","0.075958763","-0.111669697","0.12371134","-0.126644561","-0.016863406","0.07730283","-0.058642202","0.095774648","0.057814433","-0.042999251","0","0","0","0","0","z","525","13799","915","0","0","1","0","0","0","0","0","0","z","1155","2025","8399","1575","1365","720","0","0","0","0","0","0","z","735","1395","8714","1890","1785","720","75","300","0","0","0","z","825","9662","0","0","0","0","0","225","0","150","0","0","0","2875","4262","3350","0","13602","12797","15239","10862","14.06916464","14.22389983","1637","0","120","110","0","0","99.35714286","0.5","0","90.64906491","5.445544554","0.715071507","99.85714286","96.80968097","100","0","0","96.06481481","2.951388889","0.289351852","100","99.30555556","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","30451204.62","0.12371134","-0.111669697","-0.058642202","0.07730283"
"2023/24","Local authority","E92000001","England","E13000002","Outer London","307","E09000009","Ealing","27686","-0.040778733","0.004984469","18200","-0.003516484","0.000769231","0.161845304","0.121991132","30626","15726","14107","29603","-0.03272412","-0.018131868","0.193621225","-0.017139274","0.234869562","0.095659444","-0.06475695","0.290139647","-0.095996865","0.157319089","0.116325955","0.26802759","0","0","0","0","0","z","7192","23831","896","0","0","1","0","0","0","0","0","0","z","8417","12406","10226","450","420","0","0","0","0","0","0","0","z","4162","8050","18027","1050","630","0","43","0","0","0","0","1","15359","10232","0","0","0","43","0","0","0","0","0","15039","4975","4377","0","0","1200","25538","17489","31289","26264","12.02659081","12.80459945","5751","8775","30","0","0","240","89.51728078","5.569837189","2.113681805","73.67867473","10.49171707","4.286089929","97.20079977","88.45648172","88.93557423","5.602240896","2.352941176","74.25821973","11.03982892","4.223469661","96.8907563","89.52151831","29542.89063","24744.2551","11698.74669","35790.30295","34033.1828","13132.91178","70","1204","616","12","144","41","702027710.1","3178053148","249113112.1","404573584.6","1014699345","41985918.95","23763","128436","21294","11304","29815","3197","150040567.1","0.234869562","-0.017139274","-0.095996865","0.290139647"
"2023/24","Local authority","E92000001","England","E12000009","South West","865","E06000054","Wiltshire","36452","0.043070339","0.016789202","27135","0.044812972","0.018500092","0.223266796","0.15086542","38319","24803","24123","36059","-0.007242401","0.046581905","0.064063975","-0.054407902","0.130754249","-0.027752734","0.010898805","0.124860092","-0.048722566","0.094020885","0.075661001","0.063658814","0","135","0","0","0","1","2669","36203","6071","0","0","1","30","0","0","105","0","0","0.222222222","1392","1932","27652","4234","7677","2056","30","0","0","105","0","0","0.222222222","3579","3045","29054","3534","3675","2056","133","120","0","0","0","0.76284585","6056","28352","2492","0","0","133","60","60","0","0","0","2188","7880","20304","4243","2285","0","40642","33209","46457","37153","20.43179715","16.2301833","5815","3944","0","220","133","310","95.73438874","3.012313105","0.439753738","94.56824513","3.9793076","0.278551532","99.18645558","98.82610426","95.23488424","3.304113284","0.449539222","94.64461508","3.918094113","0.374089388","98.98853675","98.93679858","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","74796631.36","0.130754249","-0.054407902","-0.048722566","0.124860092"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","816","E06000014","York","12600","-0.023492063","0.005079365","9711","0.000720832","0.013489857","0.204255258","0.072294843","13784","9119","8371","13348","-0.02984127","0.002986304","0.093291834","-0.045169385","0.129003194","0.040150565","-0.056038358","0.160076454","-0.085896692","0.064919399","0.032025555","0.107676514","0","0","0","0","0","z","1401","12687","1086","0","0","1","0","0","0","0","0","0","z","315","1960","9353","2239","687","620","0","0","0","0","0","0","z","595","3107","8527","1073","1252","620","250","0","0","0","0","1","6302","5542","0","0","0","250","0","0","0","0","0","2887","4068","3907","0","982","0","13533","10554","15257","12094","15.82224553","7.640152142","1724","1540","40","70","49","0","95.78616352","3.836477987","0.062893082","93.67021277","4.255319149","0.957446809","99.68553459","98.88297872","95.74742268","2.641752577","0.644329897","93.67292225","4.18230563","0.643431635","99.03350515","98.49865952","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","47982763.73","0.129003194","-0.045169385","-0.085896692","0.160076454"
"2023/24","Local authority","E92000001","England","E12000002","North West","341","E08000012","Liverpool","39321","-0.003560438","-0.005722133","27468","0.001893112","0.010266492","0.077855739","0.053704862","37274","24331","23249","34048","-0.020803133","0.050094656","0.073527557","-0.08034019","0.17524278","-0.037539557","0.154869596","0.181470171","0.054917637","0.128930171","0.239784336","0.086550633","183","680","93","0","0","0.902719665","5313","29902","1874","0","0","0.954721863","68","66","620","62","140","0","0.140167364","4075","4359","17999","4659","4855","1142","68","0","543","217","128","0","0.071129707","3039","3863","21647","4058","3340","1142","438","300","35","0","0","0.329883571","3003","20653","8883","0","0","85","170","218","0","300","0","3080","965","6073","6982","14079","1360","35792","36499","40605","36354","5.038788327","8.441987127","4813","0","180","90","0","480","90.00404694","6.272764063","1.355726427","69.48804185","11.00523169","5.53064275","97.63253743","86.02391629","89.7446291","6.526145116","1.175516822","68.13874147","12.73692191","5.363912055","97.44629104","86.23957544","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","97617583.75","0.17524278","-0.08034019","0.054917637","0.181470171"
"2023/24","Local authority","E92000001","England","E12000002","North West","943","E06000064","Westmorland and Furness","14438","z","-0.007549522","12287","z","0.011801091","0.25375573","0.189125794","z","z","z","z","-0.046405319","0.001058029","z","z","z","z","z","z","z","z","z","z","0","46","0","0","0","1","1622","16226","470","0","0","0.862068966","0","0","46","0","0","0","0","378","189","12699","1340","1347","2365","0","0","46","0","0","0","0","1064","339","13867","0","683","2365","0","225","36","0","0","0.862068966","0","14637","2134","0","0","0","225","0","36","0","0","268","2680","8035","3614","1874","300","z","z","18259","17207","21.12382934","18.80629976","z","z","0","20","14","0","98.39541547","1.260744986","0.171919771","97.18309859","2.20657277","0.093896714","99.82808023","99.48356808","97.87985866","1.236749117","0.23557126","96.67519182","2.864450128","0.153452685","99.35217903","99.69309463","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","0","z","z","z","z"
"2023/24","Local authority","E92000001","England","E12000005","West Midlands","861","E06000021","Stoke-on-Trent","22241","-0.039971224","-0.01209478","15082","0.013260841","0.007823896","0.12436214","0.027633058","23079","12897","11551","21196","-0.043298413","0.043097732","0.14067377","-0.090114218","0.242008395","0.015911776","0.049301755","0.305687819","-0.036310065","0.169419245","0.196910989","0.188026782","0","0","0","0","0","z","4755","17842","1283","420","0","1","0","0","0","0","0","0","z","1508","2520","14457","2192","2655","968","0","0","0","0","0","0","z","2033","945","14958","3761","1635","968","0","60","0","0","0","1","1115","11099","2700","1050","0","0","60","0","0","0","0","1115","2160","750","3289","8650","0","19929","15793","24300","16024","7.637860082","3.157763355","4371","231","0","260","0","600","97.04974271","1.475128645","0.205831904","86.95522388","7.402985075","1.731343284","98.73070326","96.08955224","95.27925532","2.593085106","0.099734043","86.49282156","7.266334603","1.757984178","97.97207447","95.51714035","23438.98761","19631.8057","9281.650269","28395.61226","27001.53346","10419.50025","70","1204","616","12","144","41","556980662.5","2521430597","197643460.8","320984001","805050720.1","33311142.31","23763","128436","21294","11304","29815","3197","41037189.51","0.242008395","-0.090114218","-0.036310065","0.305687819"
"2023/24","Local authority","E92000001","England","E12000006","East of England","821","E06000032","Luton","22462","-0.031074704","0.03272193","15718","-0.009670442","0.009988548","0.055227691","0.040596598","22764","13806","12689","21623","0.072477963","0.035055351","0.161839772","0.049892438","0.223147601","0.14231342","0.038801276","0.238710694","-0.013266561","0.138490511","0.206920638","0.30051299","30","0","0","0","0","1","2938","21174","360","0","0","z","30","0","0","0","0","0","1","2850","8190","9324","1800","240","2068","30","0","0","0","0","0","1","1620","3654","14250","2280","600","2068","0","0","0","0","0","z","3390","11035","1750","0","0","0","0","0","0","0","0","4840","4065","2800","4470","0","0","19928","14363","24862","17375","7.887539216","6.198561151","4934","3012","600","120","0","0","93.00341297","4.948805461","1.058020478","78.84187082","9.290486796","4.1998091","99.01023891","92.33216672","88.32555037","7.471647765","1.901267512","82.42046573","9.609708101","3.148573303","97.69846564","95.17874713","24171.45597","20245.29963","9571.70184","29282.97514","27845.33138","10745.10964","70","1204","616","12","144","41","574386308.2","2600225303","203819819","331014751","830208555.2","34352115.5","23763","128436","21294","11304","29815","3197","87842991.65","0.223147601","0.049892438","-0.013266561","0.238710694"
"2023/24","Local authority","E92000001","England","E12000009","South West","803","E06000025","South Gloucestershire","23630","0.026491748","0.016165891","14588","0.047916095","0.024540718","0.104969705","0.065535957","23549","12974","13421","22391","0.014600085","0.090348231","0.086730732","-0.141879795","0.142933411","-0.170460358","0.055334733","0.086953282","0.003439637","0.124402651","0.146864686","-0.067263427","0","150","0","0","0","1","2625","22684","1090","70","0","z","0","0","60","90","0","0","0","1047","1470","13143","5268","3539","2002","0","0","150","0","0","0","0","1365","417","14740","3933","4012","2002","0","0","0","0","0","z","0","18312","1080","0","0","0","0","0","0","0","0","0","5463","8118","4371","1080","360","23648","21092","25989","20022","9.569433222","14.43911697","2341","0","120","130","30","210","94.25709516","4.173622705","0.567612688","82.51769775","8.771929825","2.831640505","98.99833055","94.12126808","90.9856519","6.425452277","1.060511541","90.02549395","7.807520714","1.115360102","98.47161572","98.94837476","24659.76821","20654.29558","9765.069554","29874.5504","28407.86333","10962.18256","70","1204","616","12","144","41","585990072.1","2652755107","207937391.1","337701917.7","846980445.2","35046097.64","23763","128436","21294","11304","29815","3197","56612393.9","0.142933411","-0.141879795","0.003439637","0.086953282"
"2023/24","Local authority","E92000001","England","E13000002","Outer London","317","E09000026","Redbridge","28773","-0.014875056","0.033017065","20062","0.001744592","0.005433157","0.088493931","0.091469293","29584","19129","17497","27433","0.023111945","-0.000598146","0.170399761","0.065785466","0.262169888","0.165194615","0.04884628","0.146596559","-0.027413467","0.048774113","0.227569436","0.222025949","0","0","0","0","0","z","8483","22823","990","0","0","1","0","0","0","0","0","0","z","9321","10535","11007","0","0","1433","0","0","0","0","0","0","z","2120","6764","18379","3150","450","1433","90","523","0","0","0","0.146818923","7900","17521","2429","0","0","90","0","0","523","0","0","14780","8747","3153","1170","0","0","24069","20590","29566","31193","10.00473517","8.072323919","5497","10603","0","0","0","0","88.18483675","7.387935805","1.494189264","65.16639389","13.99345336","7.092198582","97.06696182","86.25204583","88.81258941","7.410586552","1.316165951","67.59581882","13.55981417","6.475029036","97.53934192","87.63066202","29542.89063","24744.2551","11698.74669","35790.30295","34033.1828","13132.91178","70","1204","616","12","144","41","702027710.1","3178053148","249113112.1","404573584.6","1014699345","41985918.95","23763","128436","21294","11304","29815","3197","224755458.2","0.262169888","0.065785466","-0.027413467","0.146596559"
"2023/24","Local authority","E92000001","England","E12000001","North East","806","E06000002","Middlesbrough","13486","-0.026101142","0.012828118","8802","0.005339696","0.010565781","0.101298006","0.05877925","13551","7575","6849","12622","-0.004004152","0.04612588","0.101492277","-0.124952089","0.182563924","-0.032196244","0.068451909","0.285151117","-0.004796694","0.161980198","0.176891526","0.1245688","0","112","0","0","0","1","1212","12992","630","0","0","z","0","0","0","70","42","0","0","2205","3316","5493","2906","914","0","0","0","70","0","42","0","0","1496","1610","9163","625","1940","0","0","0","0","0","0","z","0","8025","1500","900","0","0","0","0","0","0","0","0","1470","1725","2730","3450","1050","13790","10163","14946","10425","7.460190017","11.62589928","1156","262","0","0","0","0","96.89922481","2.206320811","0.119260584","82.99595142","9.615384615","2.884615385","99.2248062","95.49595142","97.05535925","1.766784452","0.530035336","85.54404145","7.875647668","3.419689119","99.35217903","96.83937824","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","17478516.38","0.182563924","-0.124952089","-0.004796694","0.285151117"
"2023/24","Local authority","E92000001","England","E12000001","North East","393","E08000023","South Tyneside","11389","-0.005443849","0.021511985","8703","-0.022176261","0.015282087","0.120732187","0.06596965","11681","7724","7482","11033","-0.004741417","0.012984028","0.052064461","-0.125423729","0.113855249","-0.097136178","0.032266836","0.16319166","-0.02499786","0.126747799","0.086011252","0.017299825","0","0","0","0","0","z","1260","10924","210","0","0","1","0","0","0","0","0","0","z","387","1990","6777","1680","840","720","0","0","0","0","0","0","z","1017","1635","6670","1197","1155","720","135","122","0","0","0","z","1253","7630","1000","0","0","0","0","0","225","32","0","0","0","2134","5554","2195","0","12572","10255","12814","10140","9.622288122","6.439842209","242","0","70","170","0","0","96.43356643","1.678321678","0.34965035","91.81034483","4.926108374","0.92364532","98.46153846","97.66009852","92.73216689","4.374158816","0.201884253","89.79074192","5.453392517","1.077996195","97.30820996","96.32213063","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","9621280.78","0.113855249","-0.125423729","-0.02499786","0.16319166"
"2023/24","Local authority","E92000001","England","E13000001","Inner London","207","E09000020","Kensington and Chelsea","6012","0.0332668","0.000166334","5056","-0.001780063","-0.004549051","0.255605381","0.115823618","6763","4677","3929","6805","-0.033599468","-0.049050633","0.06661442","0.265786082","0.060031348","0.506765464","-0.116531962","0.286841435","-0.111045394","0.081034851","-0.057680251","0.628865979","0","0","0","0","0","z","2520","4970","315","0","0","z","0","0","0","0","0","0","z","3360","945","3290","0","210","0","0","0","0","0","0","0","z","2835","735","4025","0","210","0","0","0","0","0","0","z","2962","1850","0","1430","0","0","0","0","0","0","0","1732","1250","3260","0","0","0","6898","4731","7805","6242","20.97373479","4.245434156","907","1511","0","0","0","240","75.40029112","11.20815138","2.911208151","72.31222386","14.28571429","4.41826215","89.51965066","91.01620029","74.81146305","10.70889894","4.223227753","66.72025723","13.66559486","6.270096463","89.74358974","86.65594855","31496.1396","26380.23891","12472.21755","38156.60397","36283.31059","14001.20346","70","1204","616","12","144","41","748442765.3","3388172364","265583400.5","431322251.3","1081786905","44761847.48","23763","128436","21294","11304","29815","3197","17405849.38","0.060031348","0.265786082","-0.111045394","0.286841435"
"2023/24","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","380","E08000032","Bradford","52033","-0.020756059","0.003113409","35897","0.009471544","0.012145862","0.138698233","0.063334013","55031","32484","30278","53951","-0.034401245","0.019555952","0.132377634","0.057709774","0.155045756","0.134772584","-0.035550778","0.185580289","-0.054478385","0.10506711","0.092120729","0.25399986","30","135","0","0","0","1","6113","45982","5432","0","0","1","0","105","30","30","0","0","0.636363636","5925","7365","33035","7540","3662","0","30","0","135","0","0","0","0.181818182","3225","4200","34581","5769","9752","0","205","125","0","0","0","0.621212121","9034","18887","3937","7205","0","205","0","0","0","125","0","5100","4034","8660","4764","16505","0","49294","38791","56670","43825","8.997706017","8.559041643","7376","5034","10","190","0","150","93.87135922","4.171723301","0.773665049","78.44066061","8.884905902","3.456663679","98.81674757","90.78223019","95.25423729","3.131557708","0.484261501","77.41054001","9.733246584","3.630448926","98.8700565","90.77423552","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","126251604.4","0.155045756","0.057709774","-0.054478385","0.185580289"
"2023/24","Local authority","E92000001","England","E12000001","North East","840","E06000047","County Durham","36614","-0.006664118","0.002184957","26375","0.066843602","0.032454976","0.235949518","0.11353306","39116","25131","23758","37972","-0.02916917","0.06036019","0.061203957","-0.111684427","0.09317534","-0.060347729","-0.035763194","0.11015237","-0.063963595","0.049500617","0.023251914","-0.013834362","0","0","0","0","0","z","3078","40505","2566","0","0","z","0","0","0","0","0","0","z","2301","2778","27766","5050","6307","1947","0","0","0","0","0","0","z","2670","2236","30286","1662","7348","1947","0","0","0","0","0","z","4909","22150","6106","0","0","0","0","0","0","0","0","2692","5570","16297","8006","0","600","42888","35964","46342","33953","19.49851107","16.03981975","3454","0","60","60","104","0","96.9348659","2.096010818","0.202839757","91.69634489","4.967197751","0.656044986","99.23371648","97.31958763","96.41505233","2.605210421","0.200400802","94.06093328","3.991515619","0.404936367","99.22066355","98.45738527","22218.207","18609.31582","8798.230984","26916.67412","25595.20359","9876.817948","70","1204","616","12","144","41","527971253","2390106086","187349530.6","304266084.3","763120995.1","31576186.98","23763","128436","21294","11304","29815","3197","34396059.58","0.09317534","-0.111684427","-0.063963595","0.11015237"
"2023/24","Local authority","E92000001","England","E13000002","Outer London","319","E09000029","Sutton","17539","-0.035349792","-0.021380923","17064","0.007911392","0.001230661","0.137109303","0.038356489","17630","15152","13723","15811","-0.080620332","0.004746835","0.178606038","0.027863081","0.314200522","0.134896262","0.109291","0.243459885","-0.005161656","0.126187962","0.30741707","0.278106509","0","0","0","0","0","z","4767","12043","574","0","840","z","0","0","0","0","0","0","z","6031","5207","4644","0","420","1922","0","0","0","0","0","0","z","3794","5253","6005","830","420","1922","0","0","0","0","0","z","5807","16178","0","0","0","0","0","0","0","0","0","10825","4865","4980","0","1315","0","13424","16960","18224","21985","5.163520632","4.066408915","4800","5025","440","0","0","556","92.41146712","5.438448567","1.053962901","72.4738676","13.24041812","6.06271777","98.90387858","91.77700348","91.67043911","5.658669081","0.950656406","71.99275362","12.64492754","7.173913043","98.2797646","91.8115942","29542.89063","24744.2551","11698.74669","35790.30295","34033.1828","13132.91178","70","1204","616","12","144","41","702027710.1","3178053148","249113112.1","404573584.6","1014699345","41985918.95","23763","128436","21294","11304","29815","3197","147259070.9","0.314200522","0.027863081","-0.005161656","0.243459885"
"2023/24","Local authority","E92000001","England","E12000002","North West","876","E06000006","Halton","9940","-0.003722334","-0.004124748","7537","0.024412896","0.002918933","0.228327027","0.184513123","10715","7406","6850","10474","-0.056136821","0.009420194","0.08157786","-0.048478955","0.106464271","0.028753994","-0.050983387","0.100291971","-0.072328511","0.017688361","0.026435357","0.046950965","0","0","0","0","0","z","863","10013","945","197","0","z","0","0","0","0","0","0","z","1484","506","7325","1914","556","233","0","0","0","0","0","0","z","1605","1330","7062","630","1158","233","0","0","0","0","0","z","1625","4451","2450","0","0","0","0","0","0","0","0","0","1625","0","3076","3825","0","11165","7705","11738","9896","16.36565003","18.64389652","573","2191","0","0","0","0","94.50726979","3.877221325","0.646203554","88.87459807","7.331189711","1.221864952","99.03069467","97.42765273","96.18441971","3.100158983","0.238473768","96.43854749","2.932960894","0.139664804","99.52305246","99.51117318","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","6753686.82","0.106464271","-0.048478955","-0.072328511","0.100291971"
"2023/24","Local authority","E92000001","England","E12000004","East Midlands","941","E06000062","West Northamptonshire","35668","0.024812157","0.013205114","25201","-0.00246022","0.017023134","0.134491937","0.077849087","z","z","z","z","0.034680947","0.058608785","z","z","z","z","z","z","z","z","z","z","0","33","0","0","0","1","4455","34822","2377","420","0","1","0","0","33","0","0","0","0","3739","4398","24396","5370","2259","1912","0","0","33","0","0","0","0","2333","2824","29124","2939","2942","1912","60","30","0","0","1200","0.666666667","5530","20276","4399","1920","0","60","0","30","0","0","1200","4177","3194","16755","7423","0","576","z","z","40454","35527","15.63751421","13.17026487","z","z","120","0","60","346","93.77817854","4.621280433","0.743913436","75.3509145","14.58953637","4.870267971","99.14337241","94.81071884","94.49354181","3.988216633","0.566508044","77.20791658","13.57735688","4.596722707","99.04826649","95.38199617","25148.08046","21063.29153","9958.437267","30466.12565","28970.39528","11179.25548","70","1204","616","12","144","41","597593835.9","2705284911","212054963.2","344389084.4","863752335.2","35740079.77","23763","128436","21294","11304","29815","3197","13172580.14","z","z","z","z"
"2023/24","Local authority","E92000001","England","E13000001","Inner London","213","E09000033","Westminster","7597","0.064235883","0.009872318","8736","0.020947802","-0.003891941","0.322681646","0.099608479","9683","8677","7870","10635","-0.031854679","-0.047161172","0.036145752","0.107826577","-0.056605612","0.22142455","-0.285660555","0.110038119","-0.215429103","0.006799585","-0.259840218","0.22972973","0","0","0","0","0","z","3444","7075","550","0","0","z","0","0","0","0","0","0","z","3428","1945","4592","420","294","390","0","0","0","0","0","0","z","2943","2440","4841","0","455","390","0","0","0","0","0","z","5087","6710","0","0","0","0","0","0","0","0","0","6537","1250","4010","0","0","0","11425","9318","10439","12427","30.51058531","5.946728897","0","3109","0","0","0","0","82.13914849","7.788161994","3.219106957","71.09704641","14.24050633","5.063291139","93.14641745","90.40084388","85.84710744","6.404958678","1.962809917","66.88668867","15.62156216","6.160616062","94.21487603","88.66886689","31496.1396","26380.23891","12472.21755","38156.60397","36283.31059","14001.20346","70","1204","616","12","144","41","748442765.3","3388172364","265583400.5","431322251.3","1081786905","44761847.48","23763","128436","21294","11304","29815","3197","36922358.62","-0.056605612","0.107826577","-0.215429103","0.110038119"
"2023/24","Local authority","E92000001","England","E12000002","North West","877","E06000007","Warrington","17414","-0.010221661","0.019926496","13606","0.006247244","0.010951051","0.10432415","0.039845539","17898","11926","11600","17351","0.007637533","0.049904454","0.071313905","-0.041322314","0.105087676","-0.014380165","0.003630915","0.172931034","-0.027042128","0.14086869","0.075203754","0.12446281","210","0","0","0","0","1","2832","15951","0","0","0","1","0","210","0","0","0","0","1","2717","3749","10022","1050","840","405","0","210","0","0","0","0","1","1770","2537","12496","945","630","405","0","300","0","0","0","1","750","14228","0","0","0","0","300","0","0","0","0","2659","2616","4808","3525","750","620","18496","15194","18993","15278","7.007844996","8.659510407","497","84","540","270","0","0","94.29386591","3.661436044","0.713266762","91.21877366","6.056018168","0.984102952","98.66856871","98.25889478","96.01655458","3.000517331","0.362131402","91.58805031","6.171383648","0.825471698","99.37920331","98.58490566","24415.61209","20449.7976","9668.385697","29578.76277","28126.59736","10853.6461","70","1204","616","12","144","41","580188190.1","2626490205","205878605","334358334.4","838594500.2","34699106.57","23763","128436","21294","11304","29815","3197","49553691.34","0.105087676","-0.041322314","-0.027042128","0.172931034"
